nohup: ignoring input
 Simulation of FPR_fixed, simulation tag : 5
 Note that the tag serves also as a seed
Start of the run number of samples : 2000

 Advancement : 0.1 % done in 5.39s.
 Advancement : 14.0 % done in 1040.86s.
 Advancement : 14.1 % done in 1052.67s.
 Advancement : 14.1 % done in 1055.35s.
 Advancement : 14.1 % done in 1058.06s.
 Advancement : 14.2 % done in 1068.51s.
 Advancement : 14.2 % done in 1069.65s.
 Advancement : 14.3 % done in 1072.11s.
 Advancement : 14.3 % done in 1078.73s.
 Advancement : 14.4 % done in 1081.27s.
 Advancement : 14.4 % done in 1081.78s.
 Advancement : 14.5 % done in 1087.19s.
 Advancement : 14.5 % done in 1088.80s.
 Advancement : 14.6 % done in 1094.13s.
 Advancement : 14.6 % done in 1095.77s.
 Advancement : 14.7 % done in 1099.82s.
 Advancement : 14.8 % done in 1106.33s.
 Advancement : 14.8 % done in 1114.61s.
 Advancement : 14.8 % done in 1115.47s.
 Advancement : 14.9 % done in 1116.51s.
 Advancement : 14.9 % done in 1126.21s.
 Advancement : 15.0 % done in 1126.75s.
 Advancement : 15.0 % done in 1129.17s.
 Advancement : 15.1 % done in 1130.08s.
 Advancement : 15.2 % done in 1132.41s.
 Advancement : 15.2 % done in 1135.60s.
 Advancement : 15.2 % done in 1136.94s.
 Advancement : 15.3 % done in 1138.44s.
 Advancement : 15.3 % done in 1148.67s.
 Advancement : 15.4 % done in 1153.42s.
 Advancement : 15.4 % done in 1163.06s.
 Advancement : 15.5 % done in 1164.44s.
 Advancement : 15.6 % done in 1172.03s.
 Advancement : 15.6 % done in 1172.99s.
 Advancement : 15.7 % done in 1175.27s.
 Advancement : 15.7 % done in 1179.73s.
 Advancement : 15.8 % done in 1183.46s.
 Advancement : 15.8 % done in 1184.11s.
 Advancement : 15.8 % done in 1187.11s.
 Advancement : 15.9 % done in 1188.53s.
 Advancement : 16.0 % done in 1189.58s.
 Advancement : 16.0 % done in 1192.07s.
 Advancement : 16.1 % done in 1193.35s.
 Advancement : 16.1 % done in 1196.17s.
 Advancement : 16.2 % done in 1196.51s.
 Advancement : 16.2 % done in 1199.49s.
 Advancement : 16.2 % done in 1206.27s.
 Advancement : 16.3 % done in 1217.42s.
 Advancement : 16.4 % done in 1218.28s.
 Advancement : 16.4 % done in 1222.37s.
 Advancement : 16.4 % done in 1231.15s.
 Advancement : 16.5 % done in 1232.52s.
 Advancement : 16.6 % done in 1234.55s.
 Advancement : 16.6 % done in 1243.97s.
 Advancement : 16.7 % done in 1245.85s.
 Advancement : 16.7 % done in 1254.68s.
 Advancement : 16.8 % done in 1255.61s.
 Advancement : 16.8 % done in 1257.78s.
 Advancement : 16.9 % done in 1258.93s.
 Advancement : 16.9 % done in 1259.80s.
 Advancement : 17.0 % done in 1262.84s.
 Advancement : 17.0 % done in 1266.70s.
 Advancement : 17.1 % done in 1274.24s.
 Advancement : 17.1 % done in 1276.86s.
 Advancement : 17.2 % done in 1277.76s.
 Advancement : 17.2 % done in 1278.59s.
 Advancement : 17.2 % done in 1279.73s.
 Advancement : 17.3 % done in 1283.51s.
 Advancement : 17.3 % done in 1285.97s.
 Advancement : 17.4 % done in 1287.22s.
 Advancement : 17.4 % done in 1292.48s.
 Advancement : 17.5 % done in 1295.98s.
 Advancement : 17.5 % done in 1296.89s.
 Advancement : 17.6 % done in 1298.40s.
 Advancement : 17.6 % done in 1301.66s.
 Advancement : 17.7 % done in 1302.66s.
 Advancement : 17.8 % done in 1305.64s.
 Advancement : 17.8 % done in 1313.67s.
 Advancement : 17.8 % done in 1316.19s.
 Advancement : 17.9 % done in 1317.88s.
 Advancement : 17.9 % done in 1320.85s.
 Advancement : 18.0 % done in 1325.64s.
 Advancement : 18.1 % done in 1327.10s.
 Advancement : 18.1 % done in 1331.30s.
 Advancement : 18.1 % done in 1332.21s.
 Advancement : 18.2 % done in 1333.56s.
 Advancement : 18.2 % done in 1344.89s.
 Advancement : 18.3 % done in 1348.99s.
 Advancement : 18.4 % done in 1355.24s.
 Advancement : 18.4 % done in 1356.00s.
 Advancement : 18.4 % done in 1356.78s.
 Advancement : 18.5 % done in 1358.77s.
 Advancement : 18.6 % done in 1365.10s.
 Advancement : 18.6 % done in 1365.81s.
 Advancement : 18.6 % done in 1367.92s.
 Advancement : 18.7 % done in 1373.10s.
 Advancement : 18.8 % done in 1380.90s.
 Advancement : 18.8 % done in 1384.80s.
 Advancement : 18.9 % done in 1385.34s.
 Advancement : 18.9 % done in 1386.60s.
 Advancement : 18.9 % done in 1389.65s.
 Advancement : 19.0 % done in 1391.04s.
 Advancement : 19.1 % done in 1395.80s.
 Advancement : 19.1 % done in 1399.77s.
 Advancement : 19.1 % done in 1402.29s.
 Advancement : 19.2 % done in 1403.42s.
 Advancement : 19.2 % done in 1412.51s.
 Advancement : 19.3 % done in 1416.47s.
 Advancement : 19.4 % done in 1423.08s.
 Advancement : 19.4 % done in 1424.35s.
 Advancement : 19.4 % done in 1427.42s.
 Advancement : 19.5 % done in 1433.35s.
 Advancement : 19.6 % done in 1435.81s.
 Advancement : 19.6 % done in 1437.00s.
 Advancement : 19.7 % done in 1443.63s.
 Advancement : 19.7 % done in 1444.41s.
 Advancement : 19.8 % done in 1445.46s.
 Advancement : 19.8 % done in 1451.44s.
 Advancement : 19.9 % done in 1453.62s.
 Advancement : 19.9 % done in 1455.55s.
 Advancement : 20.0 % done in 1456.21s.
 Advancement : 20.0 % done in 1461.65s.
 Advancement : 20.1 % done in 1462.77s.
 Advancement : 20.1 % done in 1476.07s.
 Advancement : 20.2 % done in 1479.60s.
 Advancement : 20.2 % done in 1480.73s.
 Advancement : 20.2 % done in 1486.93s.
 Advancement : 20.3 % done in 1488.60s.
 Advancement : 20.3 % done in 1491.40s.
 Advancement : 20.4 % done in 1495.06s.
 Advancement : 20.4 % done in 1500.09s.
 Advancement : 20.5 % done in 1505.54s.
 Advancement : 20.5 % done in 1510.39s.
 Advancement : 20.6 % done in 1512.45s.
 Advancement : 20.6 % done in 1514.36s.
 Advancement : 20.7 % done in 1520.44s.
 Advancement : 20.8 % done in 1523.09s.
 Advancement : 20.8 % done in 1524.58s.
 Advancement : 20.8 % done in 1525.97s.
 Advancement : 20.9 % done in 1531.80s.
 Advancement : 20.9 % done in 1534.82s.
 Advancement : 21.0 % done in 1536.66s.
 Advancement : 21.1 % done in 1537.93s.
 Advancement : 21.1 % done in 1538.68s.
 Advancement : 21.1 % done in 1541.93s.
 Advancement : 21.2 % done in 1544.18s.
 Advancement : 21.2 % done in 1554.70s.
 Advancement : 21.3 % done in 1564.41s.
 Advancement : 21.3 % done in 1565.14s.
 Advancement : 21.4 % done in 1568.63s.
 Advancement : 21.4 % done in 1572.12s.
 Advancement : 21.5 % done in 1572.58s.
 Advancement : 21.6 % done in 1577.10s.
 Advancement : 21.6 % done in 1578.75s.
 Advancement : 21.6 % done in 1585.24s.
 Advancement : 21.7 % done in 1590.35s.
 Advancement : 21.8 % done in 1592.51s.
 Advancement : 21.8 % done in 1594.90s.
 Advancement : 21.9 % done in 1595.74s.
 Advancement : 21.9 % done in 1597.17s.
 Advancement : 21.9 % done in 1617.90s.
 Advancement : 22.0 % done in 1619.52s.
 Advancement : 22.1 % done in 1620.20s.
 Advancement : 22.1 % done in 1622.81s.
 Advancement : 22.1 % done in 1624.45s.
 Advancement : 22.2 % done in 1625.75s.
 Advancement : 22.2 % done in 1628.22s.
 Advancement : 22.3 % done in 1631.60s.
 Advancement : 22.4 % done in 1632.06s.
 Advancement : 22.4 % done in 1635.39s.
 Advancement : 22.4 % done in 1639.28s.
 Advancement : 22.5 % done in 1640.09s.
 Advancement : 22.6 % done in 1650.83s.
 Advancement : 22.6 % done in 1652.93s.
 Advancement : 22.7 % done in 1654.27s.
 Advancement : 22.7 % done in 1658.73s.
 Advancement : 22.8 % done in 1666.55s.
 Advancement : 22.8 % done in 1668.49s.
 Advancement : 22.9 % done in 1671.73s.
 Advancement : 22.9 % done in 1679.30s.
 Advancement : 22.9 % done in 1680.42s.
 Advancement : 23.0 % done in 1681.77s.
 Advancement : 23.1 % done in 1684.00s.
 Advancement : 23.1 % done in 1686.02s.
 Advancement : 23.2 % done in 1686.78s.
 Advancement : 23.2 % done in 1688.60s.
 Advancement : 23.2 % done in 1689.04s.
 Advancement : 23.3 % done in 1692.15s.
 Advancement : 23.4 % done in 1693.43s.
 Advancement : 23.4 % done in 1698.81s.
 Advancement : 23.4 % done in 1700.05s.
 Advancement : 23.5 % done in 1700.95s.
 Advancement : 23.5 % done in 1706.44s.
 Advancement : 23.6 % done in 1709.26s.
 Advancement : 23.6 % done in 1711.21s.
 Advancement : 23.7 % done in 1714.19s.
 Advancement : 23.8 % done in 1717.08s.
 Advancement : 23.8 % done in 1720.95s.
 Advancement : 23.8 % done in 1722.49s.
 Advancement : 23.9 % done in 1723.95s.
 Advancement : 23.9 % done in 1725.82s.
 Advancement : 24.0 % done in 1727.01s.
 Advancement : 24.1 % done in 1730.48s.
 Advancement : 24.1 % done in 1731.36s.
 Advancement : 24.1 % done in 1734.00s.
 Advancement : 24.2 % done in 1740.47s.
 Advancement : 24.2 % done in 1746.84s.
 Advancement : 24.3 % done in 1749.31s.
 Advancement : 24.3 % done in 1751.00s.
 Advancement : 24.4 % done in 1755.55s.
 Advancement : 24.4 % done in 1759.35s.
 Advancement : 24.5 % done in 1762.42s.
 Advancement : 24.6 % done in 1763.48s.
 Advancement : 24.6 % done in 1765.23s.
 Advancement : 24.6 % done in 1766.11s.
 Advancement : 24.7 % done in 1769.99s.
 Advancement : 24.8 % done in 1777.56s.
 Advancement : 24.8 % done in 1780.44s.
 Advancement : 24.9 % done in 1782.90s.
 Advancement : 24.9 % done in 1788.75s.
 Advancement : 24.9 % done in 1790.79s.
 Advancement : 25.0 % done in 1793.20s.
 Advancement : 25.1 % done in 1797.88s.
 Advancement : 25.1 % done in 1824.48s.
 Advancement : 25.1 % done in 1829.13s.
 Advancement : 25.2 % done in 1830.41s.
 Advancement : 25.2 % done in 1834.36s.
 Advancement : 25.3 % done in 1839.82s.
 Advancement : 25.4 % done in 1844.18s.
 Advancement : 25.4 % done in 1847.38s.
 Advancement : 25.4 % done in 1849.83s.
 Advancement : 25.5 % done in 1853.83s.
 Advancement : 25.6 % done in 1854.25s.
 Advancement : 25.6 % done in 1856.26s.
 Advancement : 25.7 % done in 1868.60s.
 Advancement : 25.7 % done in 1871.47s.
 Advancement : 25.8 % done in 1873.84s.
 Advancement : 25.8 % done in 1875.68s.
 Advancement : 25.9 % done in 1885.84s.
 Advancement : 25.9 % done in 1887.67s.
 Advancement : 25.9 % done in 1888.73s.
 Advancement : 26.0 % done in 1893.57s.
 Advancement : 26.1 % done in 1895.94s.
 Advancement : 26.1 % done in 1897.44s.
 Advancement : 26.2 % done in 1898.82s.
 Advancement : 26.2 % done in 1901.62s.
 Advancement : 26.2 % done in 1902.11s.
 Advancement : 26.3 % done in 1904.17s.
 Advancement : 26.4 % done in 1907.76s.
 Advancement : 26.4 % done in 1910.72s.
 Advancement : 26.5 % done in 1913.53s.
 Advancement : 26.5 % done in 1916.00s.
 Advancement : 26.6 % done in 1917.63s.
 Advancement : 26.6 % done in 1923.60s.
 Advancement : 26.7 % done in 1925.31s.
 Advancement : 26.7 % done in 1926.67s.
 Advancement : 26.8 % done in 1930.51s.
 Advancement : 26.8 % done in 1931.78s.
 Advancement : 26.9 % done in 1936.72s.
 Advancement : 26.9 % done in 1940.04s.
 Advancement : 27.0 % done in 1942.64s.
 Advancement : 27.0 % done in 1951.17s.
 Advancement : 27.1 % done in 1958.58s.
 Advancement : 27.1 % done in 1967.12s.
 Advancement : 27.2 % done in 1969.13s.
 Advancement : 27.2 % done in 1971.13s.
 Advancement : 27.3 % done in 1972.49s.
 Advancement : 27.3 % done in 1974.64s.
 Advancement : 27.4 % done in 1979.32s.
 Advancement : 27.4 % done in 1990.97s.
 Advancement : 27.5 % done in 1998.17s.
 Advancement : 27.5 % done in 2006.99s.
 Advancement : 27.6 % done in 2008.99s.
 Advancement : 27.6 % done in 2009.73s.
 Advancement : 27.7 % done in 2011.12s.
 Advancement : 27.7 % done in 2016.66s.
 Advancement : 27.8 % done in 2019.64s.
 Advancement : 27.8 % done in 2020.26s.
 Advancement : 27.9 % done in 2022.72s.
 Advancement : 27.9 % done in 2023.75s.
 Advancement : 28.0 % done in 2027.67s.
 Advancement : 28.0 % done in 2029.74s.
 Advancement : 28.1 % done in 2031.33s.
 Advancement : 28.1 % done in 2039.24s.
 Advancement : 28.1 % done in 2046.94s.
 Advancement : 28.2 % done in 2053.46s.
 Advancement : 28.2 % done in 2056.56s.
 Advancement : 28.3 % done in 2058.20s.
 Advancement : 28.3 % done in 2059.68s.
 Advancement : 28.4 % done in 2060.25s.
 Advancement : 28.4 % done in 2061.97s.
 Advancement : 28.5 % done in 2062.85s.
 Advancement : 28.5 % done in 2065.20s.
 Advancement : 28.6 % done in 2067.06s.
 Advancement : 28.6 % done in 2069.29s.
 Advancement : 28.7 % done in 2070.23s.
 Advancement : 28.7 % done in 2075.79s.
 Advancement : 28.8 % done in 2081.55s.
 Advancement : 28.8 % done in 2082.65s.
 Advancement : 28.9 % done in 2087.52s.
 Advancement : 28.9 % done in 2090.40s.
 Advancement : 29.0 % done in 2096.48s.
 Advancement : 29.0 % done in 2099.39s.
 Advancement : 29.1 % done in 2100.29s.
 Advancement : 29.1 % done in 2100.81s.
 Advancement : 29.2 % done in 2102.06s.
 Advancement : 29.2 % done in 2110.90s.
 Advancement : 29.3 % done in 2112.37s.
 Advancement : 29.3 % done in 2113.84s.
 Advancement : 29.4 % done in 2114.85s.
 Advancement : 29.4 % done in 2121.04s.
 Advancement : 29.5 % done in 2125.17s.
 Advancement : 29.5 % done in 2125.63s.
 Advancement : 29.6 % done in 2128.89s.
 Advancement : 29.6 % done in 2134.79s.
 Advancement : 29.7 % done in 2137.69s.
 Advancement : 29.8 % done in 2140.64s.
 Advancement : 29.8 % done in 2142.55s.
 Advancement : 29.8 % done in 2144.45s.
 Advancement : 29.9 % done in 2147.51s.
 Advancement : 29.9 % done in 2154.34s.
 Advancement : 30.0 % done in 2156.69s.
 Advancement : 30.0 % done in 2159.86s.
 Advancement : 30.1 % done in 2168.37s.
 Advancement : 30.1 % done in 2171.10s.
 Advancement : 30.2 % done in 2174.44s.
 Advancement : 30.2 % done in 2179.53s.
 Advancement : 30.3 % done in 2182.47s.
 Advancement : 30.3 % done in 2183.96s.
 Advancement : 30.4 % done in 2193.77s.
 Advancement : 30.4 % done in 2197.10s.
 Advancement : 30.5 % done in 2201.82s.
 Advancement : 30.6 % done in 2205.96s.
 Advancement : 30.6 % done in 2207.34s.
 Advancement : 30.6 % done in 2208.54s.
 Advancement : 30.7 % done in 2211.33s.
 Advancement : 30.8 % done in 2214.56s.
 Advancement : 30.8 % done in 2219.63s.
 Advancement : 30.9 % done in 2226.24s.
 Advancement : 30.9 % done in 2227.56s.
 Advancement : 30.9 % done in 2229.84s.
 Advancement : 31.0 % done in 2232.35s.
 Advancement : 31.1 % done in 2234.01s.
 Advancement : 31.1 % done in 2236.09s.
 Advancement : 31.1 % done in 2241.20s.
 Advancement : 31.2 % done in 2245.95s.
 Advancement : 31.2 % done in 2248.17s.
 Advancement : 31.3 % done in 2249.23s.
 Advancement : 31.4 % done in 2255.53s.
 Advancement : 31.4 % done in 2257.90s.
 Advancement : 31.4 % done in 2261.16s.
 Advancement : 31.5 % done in 2266.15s.
 Advancement : 31.6 % done in 2271.34s.
 Advancement : 31.6 % done in 2273.03s.
 Advancement : 31.6 % done in 2279.39s.
 Advancement : 31.7 % done in 2285.69s.
 Advancement : 31.8 % done in 2287.64s.
 Advancement : 31.8 % done in 2291.30s.
 Advancement : 31.9 % done in 2292.88s.
 Advancement : 31.9 % done in 2298.84s.
 Advancement : 31.9 % done in 2301.77s.
 Advancement : 32.0 % done in 2307.91s.
 Advancement : 32.0 % done in 2314.44s.
 Advancement : 32.1 % done in 2315.48s.
 Advancement : 32.1 % done in 2319.99s.
 Advancement : 32.2 % done in 2322.60s.
 Advancement : 32.2 % done in 2325.91s.
 Advancement : 32.3 % done in 2328.56s.
 Advancement : 32.4 % done in 2330.27s.
 Advancement : 32.4 % done in 2334.75s.
 Advancement : 32.5 % done in 2338.34s.
 Advancement : 32.5 % done in 2340.01s.
 Advancement : 32.6 % done in 2349.34s.
 Advancement : 32.6 % done in 2351.90s.
 Advancement : 32.6 % done in 2359.63s.
 Advancement : 32.7 % done in 2360.16s.
