nohup: ignoring input
 Simulation of FPR_sameD, simulation tag : 3
 Note that the tag serves also as a seed
Start of the run number of samples : 4000

 Advancement : 0.0 % done in 0.20s.
 Advancement : 4.5 % done in 143.34s.
 Advancement : 4.5 % done in 145.54s.
 Advancement : 4.5 % done in 145.81s.
 Advancement : 4.5 % done in 148.41s.
 Advancement : 4.5 % done in 149.09s.
 Advancement : 4.6 % done in 149.57s.
 Advancement : 4.6 % done in 150.33s.
 Advancement : 4.6 % done in 150.74s.
 Advancement : 4.7 % done in 151.62s.
 Advancement : 4.7 % done in 152.69s.
 Advancement : 4.7 % done in 155.51s.
 Advancement : 4.7 % done in 156.33s.
 Advancement : 4.8 % done in 156.70s.
 Advancement : 4.8 % done in 158.47s.
 Advancement : 4.8 % done in 160.22s.
 Advancement : 4.8 % done in 161.69s.
 Advancement : 4.9 % done in 162.16s.
 Advancement : 4.9 % done in 162.87s.
 Advancement : 4.9 % done in 163.31s.
 Advancement : 4.9 % done in 163.96s.
 Advancement : 5.0 % done in 165.00s.
 Advancement : 5.0 % done in 165.25s.
 Advancement : 5.0 % done in 165.61s.
 Advancement : 5.0 % done in 165.89s.
 Advancement : 5.1 % done in 168.14s.
 Advancement : 5.1 % done in 169.18s.
 Advancement : 5.1 % done in 169.57s.
 Advancement : 5.1 % done in 170.26s.
 Advancement : 5.1 % done in 170.83s.
 Advancement : 5.2 % done in 173.15s.
 Advancement : 5.2 % done in 173.42s.
 Advancement : 5.2 % done in 173.91s.
 Advancement : 5.2 % done in 174.82s.
 Advancement : 5.3 % done in 175.77s.
 Advancement : 5.3 % done in 175.97s.
 Advancement : 5.3 % done in 177.72s.
 Advancement : 5.3 % done in 178.09s.
 Advancement : 5.4 % done in 178.46s.AdAdvancdone in 177.09s.
 Advancement : 5.4 % done in 178.25s.
 Advancement : 5.5 % done in 179.25s.
 Advancement : 5.5 % done in 180.92s.
 Advancement : 5.5 % done in 181.78s.
 Advancement : 5.5 % done in 182.11s.
 Advancement : 5.5 % done in 182.44s.
 Advancement : 5.6 % done in 182.99s.
 Advancement : 5.6 % done in 183.09s.
 Advancement : 5.6 % done in 183.26s.
 Advancement : 5.7 % done in 183.82s.
 Advancement : 5.7 % done in 184.10s.
 Advancement : 5.7 % done in 184.52s.
 Advancement : 5.7 % done in 185.35s.
 Advancement : 5.8 % done in 188.20s.
 Advancement : 5.8 % done in 188.93s.
 Advancement : 5.8 % done in 189.08s.
 Advancement : 5.8 % done in 189.18s.
 Advancement : 5.9 % done in 189.71s.
 Advancement : 5.9 % done in 190.91s.
 Advancement : 5.9 % done in 191.12s.
 Advancement : 5.9 % done in 191.63s.
 Advancement : 5.9 % done in 191.87s.
 Advancement : 6.0 % done in 192.60s.
 Advancement : 6.0 % done in 193.52s.
 Advancement : 6.0 % done in 194.15s.
 Advancement : 6.0 % done in 195.50s.
 Advancement : 6.1 % done in 196.75s.
 Advancement : 6.1 % done in 197.77s.
 Advancement : 6.1 % done in 197.94s.
 Advancement : 6.2 % done in 198.87s.
 Advancement : 6.2 % done in 199.08s.
 Advancement : 6.2 % done in 199.22s.
 Advancement : 6.2 % done in 200.57s.
 Advancement : 6.2 % done in 200.79s.
 Advancement : 6.3 % done in 201.10s.
 Advancement : 6.3 % done in 205.56s.
 Advancement : 6.3 % done in 206.13s.
 Advancement : 6.3 % done in 206.40s.
 Advancement : 6.4 % done in 206.57s.
 Advancement : 6.4 % done in 208.12s.
 Advancement : 6.4 % done in 208.38s.
 Advancement : 6.5 % done in 209.13s.
 Advancement : 6.5 % done in 209.35s.
 Advancement : 6.5 % done in 209.89s.
 Advancement : 6.5 % done in 211.13s.
 Advancement : 6.6 % done in 212.06s.
 Advancement : 6.6 % done in 213.51s.
 Advancement : 6.6 % done in 213.95s.
 Advancement : 6.6 % done in 214.25s.
 Advancement : 6.7 % done in 215.59s.
 Advancement : 6.7 % done in 216.55s.
 Advancement : 6.7 % done in 216.82s.
 Advancement : 6.7 % done in 217.50s.
 Advancement : 6.8 % done in 219.43s.
 Advancement : 6.8 % done in 219.90s.
 Advancement : 6.8 % done in 220.18s.
 Advancement : 6.8 % done in 221.40s.
 Advancement : 6.9 % done in 222.61s.
 Advancement : 6.9 % done in 223.04s.
 Advancement : 6.9 % done in 223.59s.
 Advancement : 6.9 % done in 223.75s.
 Advancement : 7.0 % done in 225.14s.
 Advancement : 7.0 % done in 225.35s.
 Advancement : 7.0 % done in 226.09s.
 Advancement : 7.0 % done in 226.41s.
 Advancement : 7.0 % done in 228.46s.
 Advancement : 7.1 % done in 229.58s.
 Advancement : 7.1 % done in 230.17s.
 Advancement : 7.1 % done in 230.48s.
 Advancement : 7.1 % done in 231.27s.
 Advancement : 7.2 % done in 231.76s.
 Advancement : 7.2 % done in 232.37s.
 Advancement : 7.2 % done in 233.15s.
 Advancement : 7.2 % done in 234.19s.
 Advancement : 7.3 % done in 235.04s.
 Advancement : 7.3 % done in 235.83s.
 Advancement : 7.3 % done in 236.11s.
 Advancement : 7.3 % done in 237.04s.
 Advancement : 7.4 % done in 238.95s.
 Advancement : 7.4 % done in 240.34s.
 Advancement : 7.4 % done in 241.21s.
 Advancement : 7.4 % done in 241.66s.
 Advancement : 7.5 % done in 242.18s.
 Advancement : 7.5 % done in 243.29s.
 Advancement : 7.5 % done in 243.80s.
 Advancement : 7.5 % done in 244.84s.
 Advancement : 7.6 % done in 246.13s.
 Advancement : 7.6 % done in 248.00s.
 Advancement : 7.6 % done in 248.99s.
 Advancement : 7.6 % done in 250.81s.
 Advancement : 7.7 % done in 251.46s.
 Advancement : 7.7 % done in 253.96s.
 Advancement : 7.7 % done in 254.27s.
 Advancement : 7.8 % done in 254.56s.
 Advancement : 7.8 % done in 255.18s.
 Advancement : 7.8 % done in 255.92s.
 Advancement : 7.8 % done in 256.06s.
 Advancement : 7.8 % done in 256.82s.
 Advancement : 7.9 % done in 257.31s.
 Advancement : 7.9 % done in 260.85s.
 Advancement : 7.9 % done in 262.27s.
 Advancement : 8.0 % done in 262.85s.
 Advancement : 8.0 % done in 265.73s.
 Advancement : 8.0 % done in 266.39s.
 Advancement : 8.0 % done in 267.75s.
 Advancement : 8.1 % done in 268.82s.
 Advancement : 8.1 % done in 270.50s.
 Advancement : 8.1 % done in 272.99s.
 Advancement : 8.1 % done in 274.09s.
 Advancement : 8.2 % done in 279.14s.
 Advancement : 8.2 % done in 279.92s.
 Advancement : 8.2 % done in 281.12s.
 Advancement : 8.2 % done in 281.35s.
 Advancement : 8.2 % done in 281.73s.
 Advancement : 8.3 % done in 284.37s.
 Advancement : 8.3 % done in 286.71s.
 Advancement : 8.3 % done in 287.50s.
 Advancement : 8.3 % done in 287.94s.
 Advancement : 8.4 % done in 288.70s.
 Advancement : 8.4 % done in 289.99s.
 Advancement : 8.4 % done in 292.65s.
 Advancement : 8.5 % done in 292.73s.
 Advancement : 8.5 % done in 292.84s.
 Advancement : 8.5 % done in 293.21s.
 Advancement : 8.5 % done in 293.75s.
 Advancement : 8.6 % done in 294.08s.
 Advancement : 8.6 % done in 294.73s.
 Advancement : 8.6 % done in 295.25s.
 Advancement : 8.6 % done in 295.61s.
 Advancement : 8.6 % done in 295.77s.
 Advancement : 8.7 % done in 296.00s.
 Advancement : 8.7 % done in 296.47s.
 Advancement : 8.7 % done in 298.42s.
 Advancement : 8.8 % done in 299.67s.
 Advancement : 8.8 % done in 300.18s.
 Advancement : 8.8 % done in 300.76s.
 Advancement : 8.8 % done in 301.68s.
 Advancement : 8.8 % done in 303.09s.
 Advancement : 8.9 % done in 303.84s.
 Advancement : 8.9 % done in 305.18s.
 Advancement : 8.9 % done in 305.36s.
 Advancement : 8.9 % done in 305.66s.
 Advancement : 9.0 % done in 307.81s.
 Advancement : 9.0 % done in 308.12s.
 Advancement : 9.0 % done in 308.34s.
 Advancement : 9.0 % done in 308.82s.
 Advancement : 9.1 % done in 308.93s.
 Advancement : 9.1 % done in 310.41s.
 Advancement : 9.1 % done in 311.00s.
 Advancement : 9.2 % done in 311.72s.
 Advancement : 9.2 % done in 312.16s.
 Advancement : 9.2 % done in 312.48s.
 Advancement : 9.2 % done in 312.99s.
 Advancement : 9.2 % done in 313.63s.
 Advancement : 9.3 % done in 313.90s.
 Advancement : 9.3 % done in 314.84s.
 Advancement : 9.3 % done in 315.03s.
 Advancement : 9.3 % done in 315.83s.
 Advancement : 9.4 % done in 316.81s.
 Advancement : 9.4 % done in 318.02s.
 Advancement : 9.4 % done in 318.41s.
 Advancement : 9.4 % done in 319.61s.
 Advancement : 9.5 % done in 320.36s.
 Advancement : 9.5 % done in 321.18s.
 Advancement : 9.5 % done in 322.58s.
 Advancement : 9.6 % done in 325.89s.
 Advancement : 9.6 % done in 326.33s.
 Advancement : 9.6 % done in 327.85s.
 Advancement : 9.6 % done in 328.65s.
 Advancement : 9.7 % done in 329.24s.
 Advancement : 9.7 % done in 329.90s.
 Advancement : 9.7 % done in 333.79s.
 Advancement : 9.7 % done in 334.09s.
 Advancement : 9.8 % done in 336.29s.
 Advancement : 9.8 % done in 336.63s.
 Advancement : 9.8 % done in 337.23s.
 Advancement : 9.8 % done in 337.74s.
 Advancement : 9.8 % done in 338.84s.
 Advancement : 9.9 % done in 339.22s.
 Advancement : 9.9 % done in 340.46s.
 Advancement : 9.9 % done in 340.68s.
 Advancement : 10.0 % done in 340.99s.
 Advancement : 10.0 % done in 341.74s.
 Advancement : 10.0 % done in 342.25s.
 Advancement : 10.0 % done in 342.53s.
 Advancement : 10.1 % done in 343.31s.
 Advancement : 10.1 % done in 344.11s.
 Advancement : 10.1 % done in 344.94s.
 Advancement : 10.1 % done in 345.65s.
 Advancement : 10.2 % done in 348.16s.
 Advancement : 10.2 % done in 348.64s.
 Advancement : 10.2 % done in 349.61s.
 Advancement : 10.2 % done in 349.89s.
 Advancement : 10.2 % done in 352.32s.
 Advancement : 10.3 % done in 352.48s.
 Advancement : 10.3 % done in 353.29s.
 Advancement : 10.3 % done in 353.75s.
 Advancement : 10.3 % done in 354.53s.
 Advancement : 10.4 % done in 355.04s.
 Advancement : 10.4 % done in 355.75s.
 Advancement : 10.4 % done in 356.05s.
 Advancement : 10.4 % done in 356.56s.
 Advancement : 10.5 % done in 357.13s.
 Advancement : 10.5 % done in 358.09s.
 Advancement : 10.5 % done in 359.12s.
 Advancement : 10.5 % done in 359.45s.
 Advancement : 10.6 % done in 359.67s.
 Advancement : 10.6 % done in 360.45s.
 Advancement : 10.6 % done in 361.12s.
 Advancement : 10.7 % done in 363.25s.
 Advancement : 10.7 % done in 363.67s.
 Advancement : 10.7 % done in 363.83s.
 Advancement : 10.7 % done in 364.35s.
 Advancement : 10.8 % done in 366.51done in doAdvancement : 10.8 % done in 357.66s.
 Advancement : 10.8 % done in 358.22s.
 Advancement : 10.8 % done in 358.67s.
 Advancement : 10.8 % done in 362.38s.
 Advancement : 10.9 % done in 362.99s.
 Advancement : 10.9 % done in 366.92s.
 Advancement : 10.9 % done in 369.63s.
 Advancement : 10.9 % done in 369.98s.
 Advancement : 11.0 % done in 371.03s.
 Advancement : 11.0 % done in 373.04s.
 Advancement : 11.0 % done in 373.77s.
 Advancement : 11.1 % done in 375.02s.
 Advancement : 11.1 % done in 375.95s.
 Advancement : 11.1 % done in 376.55s.
 Advancement : 11.1 % done in 378.22s.
 Advancement : 11.2 % done in 379.39s.
 Advancement : 11.2 % done in 380.59s.
 Advancement : 11.2 % done in 380.79s.
 Advancement : 11.2 % done in 380.94s.
 Advancement : 11.2 % done in 381.47s.
 Advancement : 11.3 % done in 381.93s.
 Advancement : 11.3 % done in 382.34s.
 Advancement : 11.3 % done in 383.44s.
 Advancement : 11.3 % done in 383.61s.
 Advancement : 11.4 % done in 384.80s.
 Advancement : 11.4 % done in 387.44s.
 Advancement : 11.4 % done in 388.40s.
 Advancement : 11.5 % done in 389.62s.
 Advancement : 11.5 % done in 391.57s.
 Advancement : 11.5 % done in 391.76s.
 Advancement : 11.5 % done in 393.20s.
 Advancement : 11.6 % done in 393.58s.
 Advancement : 11.6 % done in 393.92s.
 Advancement : 11.6 % done in 394.15s.
 Advancement : 11.6 % done in 395.30s.
 Advancement : 11.7 % done in 396.01s.
 Advancement : 11.7 % done in 396.46s.
 Advancement : 11.7 % done in 396.75s.
 Advancement : 11.7 % done in 397.15s.
 Advancement : 11.8 % done in 397.64s.
 Advancement : 11.8 % done in 398.97s.
 Advancement : 11.8 % done in 399.09s.
 Advancement : 11.8 % done in 399.76s.
 Advancement : 11.8 % done in 400.58s.
 Advancement : 11.9 % done in 401.19s.
 Advancement : 11.9 % done in 402.55s.
 Advancement : 11.9 % done in 403.26s.
 Advancement : 11.9 % done in 404.61s.
 Advancement : 12.0 % done in 405.64s.
 Advancement : 12.0 % done in 405.85s.
 Advancement : 12.0 % done in 406.47s.
 Advancement : 12.0 % done in 406.77s.
 Advancement : 12.1 % done in 409.97s.
 Advancement : 12.1 % done in 410.26s.
 Advancement : 12.1 % done in 410.52s.
 Advancement : 12.2 % done in 413.38s.
 Advancement : 12.2 % done in 413.65s.
 Advancement : 12.2 % done in 414.86s.
 Advancement : 12.2 % done in 417.00s.
 Advancement : 12.2 % done in 417.83s.
 Advancement : 12.3 % done in 418.57s.
 Advancement : 12.3 % done in 418.74s.
 Advancement : 12.3 % done in 419.22s.
 Advancement : 12.3 % done in 419.49s.
 Advancement : 12.4 % done in 422.36s.
 Advancement : 12.4 % done in 423.42s.
 Advancement : 12.4 % done in 424.16s.
 Advancement : 12.4 % done in 425.05s.
 Advancement : 12.5 % done in 425.46s.
 Advancement : 12.5 % done in 425.63s.
 Advancement : 12.5 % done in 425.98s.
 Advancement : 12.6 % done in 426.25s.
 Advancement : 12.6 % done in 426.49s.
 Advancement : 12.6 % done in 427.11s.
 Advancement : 12.6 % done in 428.17s.
 Advancement : 12.7 % done in 428.33s.
 Advancement : 12.7 % done in 428.67s.
 Advancement : 12.7 % done in 429.34s.
 Advancement : 12.7 % done in 429.56s.
 Advancement : 12.8 % done in 430.27s.
 Advancement : 12.8 % done in 431.69s.
 Advancement : 12.8 % done in 434.57s.
 Advancement : 12.8 % done in 434.92s.
 Advancement : 12.8 % done in 436.00s.
 Advancement : 12.9 % done in 436.75s.
 Advancement : 12.9 % done in 437.09s.
 Advancement : 12.9 % done in 442.92s.
 Advancement : 13.0 % done in 443.54s.
 Advancement : 13.0 % done in 445.46s.
 Advancement : 13.0 % done in 450.19s.
 Advancement : 13.0 % done in 450.67s.
 Advancement : 13.1 % done in 453.76s.
 Advancement : 13.1 % done in 454.16s.
 Advancement : 13.1 % done in 454.99s.
 Advancement : 13.1 % done in 455.23s.
 Advancement : 13.2 % done in 456.28s.
 Advancement : 13.2 % done in 457.94s.
 Advancement : 13.2 % done in 458.59s.
 Advancement : 13.2 % done in 461.40s.
 Advancement : 13.2 % done in 461.82s.
 Advancement : 13.3 % done in 462.09s.
 Advancement : 13.3 % done in 463.01s.
 Advancement : 13.3 % done in 463.24s.
 Advancement : 13.4 % done in 464.41s.
 Advancement : 13.4 % done in 466.98s.
 Advancement : 13.4 % done in 467.45s.
 Advancement : 13.4 % done in 468.13s.
 Advancement : 13.5 % done in 468.89s.
 Advancement : 13.5 % done in 470.15s.
 Advancement : 13.5 % done in 470.76s.
 Advancement : 13.5 % done in 473.59s.
 Advancement : 13.6 % done in 475.45s.
 Advancement : 13.6 % done in 475.60s.
 Advancement : 13.6 % done in 476.59s.
 Advancement : 13.6 % done in 478.74s.
 Advancement : 13.7 % done in 479.93s.
 Advancement : 13.7 % done in 481.38s.
 Advancement : 13.7 % done in 482.89s.
 Advancement : 13.7 % done in 483.51s.
 Advancement : 13.8 % done in 485.46s.
 Advancement : 13.8 % done in 486.34s.
 Advancement : 13.8 % done in 487.00s.
 Advancement : 13.8 % done in 488.84s.
 Advancement : 13.9 % done in 489.92s.
 Advancement : 13.9 % done in 492.02s.
 Advancement : 13.9 % done in 494.02s.
 Advancement : 13.9 % done in 494.92s.
 Advancement : 14.0 % done in 495.56s.
 Advancement : 14.0 % done in 496.42s.
 Advancement : 14.0 % done in 496.73s.
 Advancement : 14.0 % done in 497.04s.
 Advancement : 14.1 % done in 497.50s.
 Advancement : 14.1 % done in 497.90s.
 Advancement : 14.1 % done in 499.30s.
 Advancement : 14.1 % done in 500.06s.
 Advancement : 14.1 % done in 500.52s.
 Advancement : 14.2 % done in 500.76s.
 Advancement : 14.2 % done in 501.02s.
 Advancement : 14.2 % done in 502.06s.
 Advancement : 14.2 % done in 502.73s.
 Advancement : 14.3 % done in 503.05s.
 Advancement : 14.3 % done in 503.34s.
 Advancement : 14.3 % done in 503.54s.
 Advancement : 14.3 % done in 504.68s.
 Advancement : 14.4 % done in 504.96s.
 Advancement : 14.4 % done in 505.43s.
 Advancement : 14.4 % done in 506.03s.
 Advancement : 14.4 % done in 506.70s.
 Advancement : 14.5 % done in 507.38s.
 Advancement : 14.5 % done in 509.42s.
 Advancement : 14.5 % done in 510.05s.
 Advancement : 14.5 % done in 512.44s.
 Advancement : 14.6 % done in 512.71s.
 Advancement : 14.6 % done in 513.44s.
 Advancement : 14.6 % done in 515.68s.
 Advancement : 14.6 % done in 516.41s.
 Advancement : 14.7 % done in 516.60s.
 Advancement : 14.7 % done in 518.48s.
 Advancement : 14.7 % done in 519.19s.
 Advancement : 14.8 % done in 520.89s.
 Advancement : 14.8 % done in 521.33s.
 Advancement : 14.8 % done in 522.61s.
 Advancement : 14.8 % done in 523.21s.
 Advancement : 14.8 % done in 523.69s.
 Advancement : 14.9 % done in 524.22s.
 Advancement : 14.9 % done in 526.39s.
 Advancement : 14.9 % done in 526.67s.
 Advancement : 14.9 % done in 526.93s.
 Advancement : 15.0 % done in 527.84s.
 Advancement : 15.0 % done in 528.40s.
 Advancement : 15.0 % done in 528.57s.
 Advancement : 15.0 % done in 528.86s.
 Advancement : 15.1 % done in 529.77s.
 Advancement : 15.1 % done in 530.56s.
 Advancement : 15.1 % done in 530.75s.
 Advancement : 15.2 % done in 532.80s.
 Advancement : 15.2 % done in 533.29s.
 Advancement : 15.2 % done in 533.56s.
 Advancement : 15.2 % done in 534.25s.
 Advancement : 15.2 % done in 534.89s.
 Advancement : 15.3 % done in 535.35s.
 Advancement : 15.3 % done in 536.37s.
 Advancement : 15.3 % done in 538.25s.
 Advancement : 15.3 % done in 538.66s.
 Advancement : 15.4 % done in 538.90s.
 Advancement : 15.4 % done in 539.36s.
 Advancement : 15.4 % done in 539.77s.
 Advancement : 15.4 % done in 540.56s.
 Advancement : 15.5 % done in 540.95s.
 Advancement : 15.5 % done in 542.59s.
 Advancement : 15.5 % done in 542.97s.
 Advancement : 15.6 % done in 543.75s.
 Advancement : 15.6 % done in 544.27s.
 Advancement : 15.6 % done in 544.49s.
 Advancement : 15.6 % done in 545.90s.
 Advancement : 15.7 % done in 547.87s.
 Advancement : 15.7 % done in 548.47s.
 Advancement : 15.7 % done in 549.68s.
 Advancement : 15.7 % done in 551.23s.
 Advancement : 15.8 % done in 551.45s.
 Advancement : 15.8 % done in 552.20s.
 Advancement : 15.8 % done in 553.49s.
 Advancement : 15.8 % done in 553.89s.
 Advancement : 15.8 % done in 554.90s.
 Advancement : 15.9 % done in 558.36s.
 Advancement : 15.9 % done in 559.08s.
 Advancement : 15.9 % done in 559.87s.
 Advancement : 16.0 % done in 560.29s.
 Advancement : 16.0 % done in 562.11s.
 Advancement : 16.0 % done in doneAdvadoAdvancement : 16.0 % done in 562.51s.
 Advancement : 16.1 % done in 563.35s.
 Advancement : 16.1 % done in 563.94s.
 Advancement : 16.1 % done in 564.46s.
 Advancement : 16.1 % done in 564.63s.
 Advancement : 16.2 % done in 566.42s.
 Advancement : 16.2 % done in 566.98s.
 Advancement : 16.2 % done in 567.75s.
 Advancement : 16.2 % done in 568.23s.
 Advancement : 16.2 % done in 570.67s.
 Advancement : 16.3 % done in 572.36s.
 Advancement : 16.3 % done in 574.28s.
 Advancement : 16.3 % done in 575.45s.
 Advancement : 16.4 % done in 576.27s.
 Advancement : 16.4 % done in 577.18s.
 Advancement : 16.4 % done in 577.68s.
 Advancement : 16.4 % done in 579.19s.
 Advancement : 16.4 % done in 581.05s.
 Advancement : 16.5 % done in 581.52s.
 Advancement : 16.5 % done in 582.20s.
 Advancement : 16.5 % done in 584.45s.
 Advancement : 16.6 % done in 584.75s.
 Advancement : 16.6 % done in 585.19s.
 Advancement : 16.6 % done in 585.45s.
 Advancement : 16.6 % done in 585.55s.
 Advancement : 16.7 % done in 585.94s.
 Advancement : 16.7 % done in 588.22s.
 Advancement : 16.7 % done in 588.36s.
